PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
02F56,r4rk1/1pp1b1pp/p1nqb3/3p1p2/P2P2n1/1PNB1N2/1BP1QPPP/R4RK1 w - - 0 14,a1e1 c6d4 e2e6 d4e6,1490,74,91,1478,crushing middlegame short,https://lichess.org/Hx2PCMfj#27
0Bcui,8/5kp1/8/5PPP/8/1ppK4/2r5/3R4 w - - 3 57,d1b1 c2b2 b1e1 c3c2,1884,74,93,4660,advancedPawn advantage endgame rookEndgame short,https://lichess.org/PJ2DeqKr#113
0WnXX,2kr2r1/ppp2p1p/2q1pp2/2b1n3/2PP4/1P2BP2/P3B1PP/R2Q1RK1 b - - 0 17,c6b6 d4c5 d8d1 c5b6,1208,76,85,413,crushing middlegame short,https://lichess.org/gkUtNkvz/black#34
07Zkj,8/3Q1pp1/3p2k1/2qPp3/4PbK1/8/5PB1/8 b - - 13 47,c5f2 d7f5 g6h6 f5h5,1291,76,82,277,endgame mate mateIn2 short,https://lichess.org/lQUaA2p8/black#94
04V7o,8/8/p3bp2/1p3B1k/3p1K1P/1P6/P1P5/8 b - - 4 45,e6f5 f4f5 h5h4 f5f6,739,80,96,855,crushing endgame short,https://lichess.org/kXoyu1Jo/black#90
0V0bq,6n1/3k2P1/4p3/4b3/p3P3/4P3/5KR1/8 w - - 0 46,f2f3 a4a3 g2a2 e5b2,1787,78,85,43,crushing endgame short,https://lichess.org/xbAdUBVR#91
0SQW4,5rk1/pp4pp/q7/3pR3/3Q1B1P/2P3Pb/PP6/6K1 w - - 5 29,e5e7 a6f1 g1h2 f1g2,993,80,95,283,endgame mate mateIn2 short,https://lichess.org/aIZdeyU2#57
092Pe,2kr4/p2nn2p/1p6/3P1p2/2P2P2/1N2P1r1/1B2R3/1R3K2 w - - 3 30,f1e1 g3g1 e1d2 g1b1,921,101,42,47,advantage middlegame short skewer,https://lichess.org/fKuGHD28#59
07Ecg,r5k1/1R3pp1/4pn1p/3n4/2pP4/2P2N1P/2QB1PPK/q7 b - - 4 27,a8a2 b7b8 f6e8 b8e8,831,76,100,513,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/44Cgauja/black#54
0C7VQ,8/8/3k4/1p2p1p1/1P2PpB1/3KnP1P/8/8 w - - 8 40,d3e2 e3c2 e2d2 c2b4,1731,75,86,1243,crushing endgame short,https://lichess.org/zZ1DGW9F#79
0rQBC,8/5ppp/8/1p3PPP/1k2K3/1P6/8/8 w - - 1 39,g5g6 f7g6 f5g6 h7g6 h5g6 b4b3,2364,76,80,182,crushing endgame long pawnEndgame,https://lichess.org/tHB1laQs#77
0UV4Q,r2q1k1r/pp3p1p/5np1/1B1p4/3QP3/7P/PP3PP1/R3K2R w KQ - 3 15,e4d5 d8a5 d4d2 a5b5,1401,75,87,758,crushing fork middlegame short,https://lichess.org/NGtXMOJ1#29
0RUdu,r4kr1/1b3p2/ppqp1b1p/4pP1N/2P5/3B1Q2/PP4PP/2R2R1K b - - 3 21,g8g2 f3c6 b7c6 h5f6,2454,89,89,236,advantage master middlegame short,https://lichess.org/FuAZ43P7/black#42
00qaU,r1b1r1k1/ppQ2pqp/8/8/4BnPP/5P2/PPP5/2KR3R b - - 0 17,c8e6 c7f4,1412,133,-78,15,advantage hangingPiece middlegame oneMove,https://lichess.org/O2yJUBa8/black#34
13UHF,2q2rk1/5pp1/p2np2p/1p1p3P/3N2Q1/P5R1/1P3PP1/6K1 b - - 0 29,d6f5 d4f5 c8c1 g1h2,1073,74,96,1124,advantage endgame master short,https://lichess.org/U6DOEQeu/black#58
0BB33,2r2r2/ppq2p1k/6p1/3p4/3P2NQ/P1b5/1P4PP/2KR4 b - - 0 26,h7g7 h4h6 g7g8 g4f6,1215,164,33,8,mate mateIn2 middlegame short,https://lichess.org/gsR2Z6bJ/black#52
0x8rH,8/6pk/p3pp1p/5n2/2q5/5R2/5PPP/4Q1K1 w - - 0 40,g2g4 c4g4 f3g3 f5g3,1300,75,89,159,crushing endgame fork short,https://lichess.org/uKEdO6zv#79
0kb7o,8/1Q4pk/p1p4p/8/1P6/P3q3/6PP/4B1K1 w - - 1 44,e1f2 e3c1 f2e1 c1e1,977,76,75,70,endgame mate mateIn2 short,https://lichess.org/g1pUgJhQ#87
0fNFi,1Q4k1/2p2pb1/r1qp3p/4pPp1/8/1K3NP1/1P3PP1/3R4 b - - 5 30,g8h7 f3g5 h6g5 d1h1 g7h6 h1h6 h7g7 b8h8,1566,77,86,482,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/rzDKA6cY/black#60
04aTA,r1b3k1/pp3pp1/8/2ppr1PQ/4pq2/2P5/PP2BP2/R3K1R1 b Q - 0 21,c8f5 g1h1 f7f6 h5h8 g8f7 h8a8,2066,74,83,89,advantage long middlegame quietMove skewer,https://lichess.org/kTFfnxGi/black#42
0xGBC,r2q1rk1/pb1nb2p/1p2p1B1/7Q/3B4/1P2P3/P4PPP/R4RK1 b - - 0 17,h7g6 h5g6,1824,83,89,1429,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/qHYRyeWE/black#34
04yid,2rqk1nr/5ppp/4p3/ppbpP3/5P2/1P3N2/5RPP/RNBQ2K1 w k - 2 17,f3d4 c5d4 d1d4 c8c1,1710,189,-100,4,advantage discoveredAttack opening pin short,https://lichess.org/DC2gQ6B9#33
008Sk,8/6pp/3Bp2k/p2pP2P/P2bp1PK/8/r7/5R2 b - - 2 37,d4f2 f1f2 g7g5 h4g3 a2f2 g3f2,1984,79,93,7818,crushing endgame long,https://lichess.org/rah6MiKa/black#74
0IOqQ,r4r1k/p3Nbbp/6p1/5p2/3PpB2/2P4R/q5PP/1N2Q1K1 b - - 5 20,a8b8 h3h7 h8h7 e1h4 g7h6 h4h6,1498,81,91,66,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/UtQP7FNV/black#40
03bsw,r7/pbp1r1k1/1p2pbp1/2P5/Q7/4B3/Pq3PPP/R3R1K1 b - - 3 20,b2e5 e3h6 g7h6 e1e5,1368,80,84,91,advantage discoveredAttack middlegame short,https://lichess.org/X6nW6Ref/black#40
06Pcm,8/pp3k2/2q1br1p/3p4/P7/2P3Q1/5P1P/R2R2K1 w - - 2 27,g1f1 c6c4 d1d3 e6f5 a1d1 f5g4 d1d2 f6f3 f1g2 f3g3,2689,90,96,45,clearance crushing endgame veryLong,https://lichess.org/0fb07DPY#53
0EFnJ,8/8/1KP1k2p/1p1p4/2b2pp1/B4P2/8/8 b - - 1 53,g4f3 c6c7 f3f2 c7c8q,863,79,73,62,advancedPawn bishopEndgame crushing endgame master promotion short,https://lichess.org/FoJR0RnJ/black#106
0fInU,r2q1rk1/1b3ppp/pn2p3/2bpP3/8/2N1BN2/PP3PPP/R2QR1K1 b - - 5 16,c5e7 d1b3 b6c4 b3b7,1837,75,84,341,advantage master opening short,https://lichess.org/imzC5GC3/black#32
0513i,8/5k1p/6pP/5PQ1/4p3/3r4/r7/4K3 b - - 2 49,d3h3 f5g6 h7g6 g5d5 f7f6 d5d8,2388,92,44,46,crushing endgame fork long queenRookEndgame,https://lichess.org/Hgoj5tSk/black#98
13ZsI,r4rk1/2b2ppp/p7/1p1p3n/3Pp3/1P2PPqP/P2NB3/R1BQ1K1R w - - 5 21,f3e4 f7f5 e4d5 f5f4 e3e4 f4f3,2488,80,84,53,advantage long middlegame,https://lichess.org/7SYlEPTU#41
09PjX,r1b1R3/6k1/2pb1qp1/4N2R/1nBP1p2/pPp3P1/P3QP2/K7 b - - 0 28,g6h5 e2h5 d6f8 e8c8 a8c8 h5g4,2226,122,86,25,crushing long middlegame,https://lichess.org/SlpMJaVO/black#56
0fr2y,r3r1k1/p4pp1/2Nqbn1p/8/8/1BpP3P/P1P2PP1/1R1QR1K1 w - - 1 20,c6e5 e6b3 b1b3 e8e5 e1e5 d6e5,1249,74,96,4598,crushing discoveredAttack long middlegame,https://lichess.org/5YICm8Z0#39
0HdZs,r3k1r1/1pp2p1p/p1n1b3/3q1p2/B2P4/5N2/PP1Q1PPP/2R1R1K1 w q - 2 17,c1c5 d5f3 a4c6 b7c6,1649,74,87,870,advantage middlegame pin short,https://lichess.org/AIQyNUdV#33
0Jgcj,8/3k4/1p6/3p3K/p1pP4/3n1N2/P2B4/8 w - - 0 58,f3e5 d3e5 d4e5 d5d4,1904,74,92,1256,advantage defensiveMove endgame short,https://lichess.org/dtWXGLa2#115
0m4CV,r1b2r1k/1p2b1pp/p2p1n2/1P2p1q1/P4p2/1Q1P2P1/1B1NPPBP/2R1R1K1 w - - 0 18,c1c7 f4g3 h2g3 g5d2,2137,79,81,78,advantage discoveredAttack master middlegame short,https://lichess.org/bU1yxhfW#35
0ZfvO,r1bq1rk1/4bppp/2p1p3/p2n4/2BP4/2N5/PP3PPP/R1BQ1RK1 w - - 0 12,d1a4 d5b6 a4c6 c8d7 c6f3 b6c4,2204,107,86,15,crushing long opening,https://lichess.org/3EPvhPmp#23
0dzgz,rn1qk2r/p1pp1p2/1p2p2p/6p1/1b1P4/2NQ1NP1/PPP2PP1/R3K2R b KQkq - 0 11,d7d5 d3b5 d8d7 b5b4,1092,75,96,1037,advantage fork middlegame short,https://lichess.org/gJCm5Fx8/black#22
0wYDb,5rk1/5Bpp/p7/8/3b2Q1/4RP2/2Pq1P1P/6K1 b - - 0 26,f8f7 e3e8 f7f8 g4e6 g8h8 e8f8,1784,77,79,235,backRankMate deflection endgame long mate mateIn3 pin,https://lichess.org/6SdVqsvI/black#52
00uKb,6k1/p4rp1/8/2p1Bq1p/2P1b3/2P3QP/P5P1/4R1K1 w - - 0 30,g1h2 h5h4 g3h4 f5e5,1536,74,92,1447,advantage deflection endgame short,https://lichess.org/fPrESBF9#59
0HJV5,4r1k1/p4p1p/1b1q2p1/3P4/1p6/1P3BPP/PB1Q1P2/3R2K1 w - - 1 29,d2h6 d6g3 f3g2 g3f2,1714,75,91,635,advantage kingsideAttack middlegame pin short,https://lichess.org/OhSOINbk#57
0gMNm,8/4ppkp/1p4p1/3P4/3NP1P1/8/3r3r/1R2RK2 w - - 6 32,d4e2 d2e2 e1e2 h2h1 f1f2 h1b1,1803,136,100,17,crushing endgame exposedKing long sacrifice skewer,https://lichess.org/2kX0kNa9#63
0LlM3,r2qr1k1/1pp2p1p/p1n2np1/6B1/Q1PpN2N/6P1/PP2PPBP/R3b1K1 b - - 1 15,f6e4 g5d8 e1f2 g1f1,1839,76,91,1324,advantage middlegame short,https://lichess.org/lLVhL7e6/black#30
0dtAr,1k4r1/pp3p1p/2p1p3/5p1q/1P1P3r/P2R4/2Q3P1/3RN1K1 w - - 1 31,e1f3 h4h1 g1f2 g8g2 f2g2 h5h3 g2f2 h1h2 f3h2 h3h2 f2f3 h2c2,2065,76,91,593,advantage attraction kingsideAttack middlegame sacrifice skewer veryLong,https://lichess.org/gJRBI6PP#61
0ZKuE,8/8/2b2pB1/7P/1pp5/2k2P2/6K1/8 b - - 0 45,b4b3 h5h6 c3b4 h6h7 c4c3 h7h8q,1050,79,41,52,advancedPawn bishopEndgame crushing endgame long promotion,https://lichess.org/V92Spc96/black#90
0FEZe,k2r1b2/1R5p/PQn2pp1/1P1qp3/7n/7P/5PP1/5RK1 w - - 1 38,b5c6 d5g2,1071,77,92,356,mate mateIn1 middlegame oneMove,https://lichess.org/ZOvp9EQA#75
14XIE,8/p7/8/kp3R2/P2p4/1P1N4/2r1r3/1K6 b - - 1 50,e2d2 f5b5 a5a6 d3b4,1836,85,98,110,endgame mate mateIn2 short,https://lichess.org/y7u0ZSrM/black#100
0Y5i3,5r2/8/2p3kp/1p1q1p2/pPnPpQP1/P3P2P/8/2B3RK b - - 1 30,f8f6 g4g5 h6g5 g1g5 g6f7 f4c7 f7e6 g5g7,1932,210,100,9,crushing defensiveMove endgame veryLong,https://lichess.org/Hs5XMQBD/black#60
0u71I,4rr1k/1p3p1p/p4Pp1/2p1q3/P2p3Q/4n2N/1PP2RPP/4R1K1 b - - 7 24,e5e4 h4h6 e3f5 h6f8 e8f8 e1e4,2433,91,88,551,crushing kingsideAttack long middlegame,https://lichess.org/ZVkZLLFp/black#48
0xa2I,3r4/R7/5ppk/6P1/8/1p2NP2/1Pr5/6K1 b - - 0 43,f6g5 e3g4 h6h5 a7h7,1205,77,96,5552,endgame mate mateIn2 short,https://lichess.org/VIlOUCNG/black#86
12HCA,1k1r3r/ppp5/5pnp/2q5/4PQ2/2P3Pp/PP3P1P/R1B1R1K1 w - - 1 23,f4f6 h8f8 c1e3 c5h5 f6e6 g6e5,2577,87,85,52,crushing defensiveMove long middlegame quietMove,https://lichess.org/kEDU0ZJt#45
0h1DB,4r3/1p6/2p5/p1Pp1k2/P6R/5K1P/8/8 b - - 0 41,e8e4 h4e4 d5e4 f3e3 f5e5 h3h4 e5f5 h4h5,1853,83,100,57,crushing defensiveMove endgame quietMove rookEndgame veryLong,https://lichess.org/lwYIK8rd/black#82
0zwYV,r3bbkR/1p3rp1/pq2p1Q1/3pPp2/1PnN1P2/P1P2R2/1B4PP/6K1 b - - 11 24,g8h8 f3h3 h8g8 g6h7,1115,75,100,626,mate mateIn2 middlegame short,https://lichess.org/lD087WdR/black#48
05ZFk,2kr1bnr/ppp2ppp/6q1/3BN3/3P1p2/7b/PPP3P1/RNBQR1K1 b - - 1 13,d8d5 e5g6,854,94,94,763,crushing oneMove opening,https://lichess.org/kfE0jGdp/black#26
0CTC8,r4rk1/2q1bp1p/p1p1b1p1/3p4/8/2PB1N2/PP2QPPP/R3R1K1 b - - 3 17,e6g4 e2e7 c7e7 e1e7,806,75,97,723,advantage middlegame short,https://lichess.org/CSV1VLAv/black#34
0th6W,r4rk1/1pq1bppp/2p5/3pPb2/1P1B4/2P2B2/5PPP/R2Q1RK1 w - - 1 18,f3g4 a8a1 d1a1 f5g4,1560,82,63,47,advantage middlegame short,https://lichess.org/NZ8icq2L#35
0inzY,r2qkbnr/pp3ppp/2n1b3/1BP5/3p4/6N1/PPP2PPP/R1BQK1NR w KQkq - 6 9,g1f3 d8a5 c2c3 a5b5,1383,76,97,10958,advantage fork master opening short,https://lichess.org/HyswynCh#17
06V6c,r1b2rk1/ppq4p/2n1pbp1/3p4/3P4/2NBQN2/PP3PPP/R3R1K1 w - - 2 15,f3e5 f6e5 d4e5 d5d4 e3g3 d4c3,1930,86,100,33,crushing fork long middlegame,https://lichess.org/YZ916puf#29
0yLHi,5rk1/p2p2pp/8/4BQ2/8/8/q4PPP/4R1K1 w - - 11 44,f5e4 a2f2 g1h1 f2f1 e1f1 f8f1,1120,109,46,58,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/xd7RrkcF#87
0g3Mu,7k/pp3Bpp/nq6/1N6/5P2/P4R2/Q6P/3r3K w - - 1 31,h1g2 d1g1 g2h3 b6h6 f7h5 h6h5,1914,83,100,92,long mate mateIn3 middlegame,https://lichess.org/MKx8zcxi#61
0IvQI,2Q1Nb2/5pkp/6p1/pp6/1q4P1/1P6/4rPP1/5RK1 b - - 5 30,g7h6 g4g5 h6g5 f2f4 b4f4 f1f4,2058,77,90,974,advantage attraction endgame long,https://lichess.org/RnoaUQdF/black#60
0sg3R,2kr4/b1p2pQ1/p2p1N2/1p2nq2/8/2P4P/P4PP1/R3R1K1 w - - 9 32,f6g4 e5g4 g7g4 a7f2 g1f1 f5g4 h3g4 f2e1,1712,243,100,8,crushing fork middlegame veryLong,https://lichess.org/aY4udSyt#63
0UGDe,3r4/1pknp3/2p1r1p1/K1P1q3/4N2P/4R1P1/PPQ2P2/3R4 w - - 1 32,f2f4 b7b6 a5b4 b6c5 b4a3 d8a8,2019,74,84,142,advantage long middlegame,https://lichess.org/nHpU1nys#63
0o6Hk,7k/q4p1p/p1pp1p2/1p2nN1P/4P3/1B1P2R1/PPP3K1/8 b - - 4 30,a7c7 f5h6 e5g6 b3f7,2689,90,92,868,crushing endgame short,https://lichess.org/rRQa3fsJ/black#60
0yGI8,rn1qkb1r/ppp2ppp/5n2/3P3b/2B5/2N2P2/PP4PP/R1BQK1NR b KQkq - 0 8,f8b4 d1a4 b8d7 a4b4,1238,76,87,586,advantage fork opening short,https://lichess.org/wdxJaDsQ/black#16
0abqS,1k1r3r/p1q5/Q2N3n/3pP1p1/7p/5PbP/PP2R3/1K5R b - - 0 28,h6f7 a6b5 c7b6 b5b6 a7b6 d6f7,1705,216,100,11,crushing long middlegame queensideAttack,https://lichess.org/ANcGaXkT/black#56
0DQ71,1r4k1/6p1/7p/5p2/2b4P/3B1PP1/1p1R1K2/1Rr5 w - - 2 32,d2b2 b8b2 b1b2 c4d3,1593,75,75,115,advantage endgame short,https://lichess.org/z98dCrwG#63
0lMm8,8/5k2/5P2/5R1P/6K1/3p4/8/3r4 w - - 0 40,g4g3 d3d2 f5d5 d1g1,2253,75,93,849,advancedPawn crushing endgame rookEndgame short,https://lichess.org/R0ivqgGg#79
0ILCc,4r1kr/pp2QPpp/2q3b1/b4N2/8/2p2R2/P3B2P/2R4K b - - 0 26,g6f7 f5h6 c6h6 e7f7,1483,75,90,3229,intermezzo master mate mateIn2 middlegame short,https://lichess.org/x5LJbtii/black#52
0fR9B,4R1k1/p1p2r2/2p3q1/3p2P1/3P1p1Q/2Pb4/PP3PP1/6K1 b - - 4 30,g8g7 h4h8,1218,169,100,38,endgame mate mateIn1 oneMove,https://lichess.org/Og8zWhyf/black#60
0ViRA,5rk1/pR3ppp/4p3/1N6/3P4/3Q1N1K/PP3nP1/4q3 w - - 4 25,h3h2 e1h1 h2g3 f2d3,1347,77,100,137,crushing middlegame short,https://lichess.org/SP700fDl#49
0Kkmt,r1b1kbnr/pp3ppp/2N1n3/1B6/4P3/8/PPP2PPP/RNB1K2R b KQkq - 0 8,b7c6 b5c6 c8d7 c6a8,1051,169,38,15,crushing fork opening short,https://lichess.org/dVFcAgFA/black#16
0c2Uk,rnbq3r/5kbp/p2pP1p1/2p5/2p3n1/P1N2N2/1PPP2PP/R1BQ1RK1 b - - 0 12,c8e6 f3g5 f7g8 g5e6 d8h4 h2h3,1820,154,91,14,crushing deflection doubleCheck long middlegame,https://lichess.org/eeNYwAEL/black#24
0KLEh,1r4k1/4pp2/p4np1/8/6P1/2qP3P/P1PQR3/1K1R4 w - - 1 31,b1c1 c3a1,963,76,100,285,endgame mate mateIn1 oneMove,https://lichess.org/C2auO2hc#61
0EJSn,r2q1rk1/pp2bppp/5n2/3Ppb2/8/2N1B1P1/PPP2PBP/R2Q1RK1 w - - 1 13,d1f3 f5g4 d5d6 g4f3 d6e7 d8e7,1822,74,96,406,advantage long middlegame trappedPiece,https://lichess.org/B5EBQsl4#25
0NUAZ,2r5/5kpp/4q3/pb1Q4/3P1PP1/P6P/1P5K/1R6 w - - 1 39,d5b5 c8c2 h2g3 e6e3 g3h4 e3f2 h4g5 h7h6,1764,75,82,101,advantage endgame veryLong,https://lichess.org/rOJfSixO#77
0dHLI,2r2k2/1R2pp2/1p1p2n1/6p1/4P1P1/1Pr1NPKp/2PR3P/8 w - - 5 34,e3d5 c3c2 d2c2 c8c2,1817,75,83,339,crushing endgame master short,https://lichess.org/GnO28UGg#67
0jtXs,5r1k/pp3pp1/2p2n1p/5R2/3r4/P5Q1/1PBq4/1K4R1 b - - 7 30,f6e8 g1g2 d2g2 g3g2,2493,88,82,85,advantage middlegame short trappedPiece,https://lichess.org/0TlRBfgm/black#60
0n2pp,rnbq1rk1/ppp3pp/1b6/3pB3/3P2n1/2PB1N2/PP4PP/RN1Q1RK1 b - - 0 11,f8f3 d1f3 g4e5 f3h5 g7g6 h5e5,2312,80,83,306,advantage long middlegame,https://lichess.org/U0vx4ALV/black#22
0Hq0N,6k1/r3bnp1/p2p3p/2pP4/5B1P/P2B2P1/1P3K2/4R3 b - - 2 34,e7f6 e1e8,1090,437,-100,1,endgame mate mateIn1 oneMove,https://lichess.org/TRHqP3Nv/black#68
0Ulp6,8/8/6k1/5p1p/4p3/4P1PK/2r2PR1/8 b - - 13 48,g6g5 f2f4 e4f3 g2c2,912,77,99,1191,crushing discoveredAttack endgame rookEndgame short,https://lichess.org/CKo74W8d/black#96
0rAue,6k1/6pp/p3b3/5pb1/P1pr4/4N3/2R2PPP/4R1K1 w - - 0 31,e1d1 g5e3 d1e1 e3h6,2297,77,90,500,crushing defensiveMove endgame short,https://lichess.org/cMZ1GQxc#61
00k4u,r2b2r1/p2P1p2/1pNQ1p1k/6qp/5R2/P2B3P/1P3PP1/6K1 w - - 2 28,c6d8 g5g2,871,130,81,45,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/wDp8QswW#55
0V8K7,1nq1r1k1/pbQ1ppbp/1p4p1/3p4/1N1P4/1P3PP1/PB2P1BP/2R3K1 b - - 4 20,e7e6 c7f4 b8c6 b4c6 b7c6 f4d6 c6b5 c1c8,1881,275,100,2,crushing middlegame veryLong,https://lichess.org/QjzoK70d/black#40
0p5d2,8/4k3/pp3nKP/3p4/P2P4/1P4N1/1b6/8 b - - 1 51,b2d4 g3f5 e7e6 f5d4,864,97,95,888,crushing endgame fork short,https://lichess.org/um7s3UUi/black#102
07aEe,r3r1k1/p3Rp1p/1p4p1/2nR4/4P1PP/2P5/P3NK2/8 w - - 7 29,d5e5 c5d3 f2e3 d3e5 e7e8 a8e8,881,79,95,680,crushing endgame fork long,https://lichess.org/WG3iotA0#57
0bBDD,rn1q1rk1/p4pp1/1ppb3p/3pNb2/3Pn3/1QPN2P1/PP2PPB1/R3K2R b KQ - 1 13,f7f6 e5c6 b8c6 b3d5 g8h8 d5f5,2138,78,84,447,advantage capturingDefender fork long middlegame,https://lichess.org/JDZ8RVzp/black#26
0556F,5rk1/5ppb/1pN5/3P1P1P/1PP1n3/4q2P/1QK5/r4BR1 b - - 6 31,a1a2 g1g7 g8h8 g7g8 h8g8 c6e7,2175,74,94,6165,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/QglO5BZO/black#62
0yh6u,5rk1/5pp1/1R1qb2p/p2p4/8/3BQ2P/5PP1/6K1 b - - 13 34,d5d4 e3e4 f7f5 e4e6 d6e6 b6e6,1929,74,96,511,advantage endgame long xRayAttack,https://lichess.org/mslvECvX/black#68
0mQBv,r1b2r1k/1p3Rp1/5b1p/3B2N1/5P1P/p4KP1/8/4R3 b - - 7 33,f8f7 e1e8 f7f8 e8f8,1691,78,95,5297,mate mateIn2 middlegame short,https://lichess.org/2jeXCUh0/black#66
0N3NY,r4rk1/1pp3p1/1n1np1pp/p2p2q1/P2P1B2/NQP1PP1P/1P4P1/R4RK1 b - - 4 19,g5h4 f4d6 c7d6 b3b6,1172,85,80,151,crushing middlegame short,https://lichess.org/PcMGRlZn/black#38
0CgdW,1rb3k1/3pn1pp/p1n2r2/2p5/2q1BP2/B1P2Q2/P1P2KPP/R4R2 b - - 3 22,e7g6 e4d5 g8h8 d5c4,968,74,96,1761,crushing fork middlegame short,https://lichess.org/VvcX9swE/black#44
0Iz4K,r2q1rk1/3n1pbp/1p1p2p1/p1pQ4/7P/2PbBN2/PP1N1PP1/2KR2R1 b - - 1 16,d7e5 e3g5 d8c7 f3e5,2241,80,90,606,advantage middlegame short,https://lichess.org/ofkRM2OW/black#32
01wOb,r1b2rk1/ppp2Bpp/3p4/3P4/3p4/3P1Q2/PPq2PPP/R3R1K1 b - - 0 14,f8f7 e1e8 f7f8 f3f8,1152,83,89,70,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/XDURiLLZ/black#28
0yZgJ,8/7p/P2k2p1/1R2p1P1/5p1P/4bK2/8/8 w - - 1 51,b5e5 d6e5 a6a7 e3a7,741,79,100,376,crushing endgame hangingPiece master short,https://lichess.org/0uKNZtQC#101
0mUT6,2kr2r1/pbpp2pp/1pqn1p2/3N4/4PP2/1P2B3/P1P3PP/R2QR2K b - - 6 16,d6e4 d5e7 c8b8 e7c6,1065,77,88,413,crushing fork middlegame short,https://lichess.org/Q4lAYtLu/black#32
0MhPH,6k1/1Q3pp1/3q2p1/B2p4/3P1P2/7P/r5P1/2R3K1 b - - 0 34,a2a5 c1c8 g8h7 b7f7,1571,88,82,29,crushing deflection endgame short,https://lichess.org/2mUH19CL/black#68
03ET6,5rk1/3b1p1p/1q1pp1pQ/4n2P/p2RP1P1/5P2/BPP5/2K4R b - - 0 25,b6d4 h5g6 e5d3 c2d3,1613,500,100,0,equality middlegame short,https://lichess.org/IJ5K8xZ3/black#50
0Gdn8,4r3/1p4kp/qPpQppp1/p7/P2P1P2/4PKRP/5P2/8 b - - 1 40,a6b6 d6d7 g7f8 d7h7,1522,116,77,12,crushing deflection endgame fork short skewer,https://lichess.org/0uItV8s2/black#80
03hjM,8/bp5p/3Nk1p1/p7/1pP1KP1P/r5P1/P1R5/8 w - - 2 42,d6b5 a3e3,1200,209,100,25,endgame mate mateIn1 oneMove,https://lichess.org/xF8xZsEX#83
04Iqb,8/5Npk/1R6/5Pp1/rPK5/8/1r6/8 b - - 0 36,b2f2 f7g5 h7h8 b6b8,1416,76,84,377,endgame mate mateIn2 short,https://lichess.org/wVoKOKgu/black#72
119uD,8/8/4p3/5Pkp/1p1P4/4KPP1/8/8 b - - 0 43,e6f5 f3f4 g5f6 e3d3 f6e6 d3c4 b4b3 c4b3 e6d5 b3c3,2249,83,91,1521,crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/1BE3YEzZ/black#86
09gjM,8/8/1p2k3/pP3ppp/P2KP3/6PP/8/8 b - - 0 48,f5e4 d4e4 e6d6 e4f5,1036,76,99,1358,crushing endgame pawnEndgame short zugzwang,https://lichess.org/wA2zRLQ4/black#96
03c3Y,8/8/1k6/3K1ppp/4p3/4P1P1/7P/8 b - - 1 40,b6b5 d5d4 b5b4 h2h4 g5h4 g3h4 f5f4 e3f4,2360,101,90,34,crushing endgame pawnEndgame veryLong,https://lichess.org/WnQj8aFa/black#80
0Zbv0,r1b3k1/ppp2r2/5q1p/3B2pQ/4P3/2NP4/PPPK1bPP/R6R w - - 1 15,h1f1 f6f4 d2d1 c8g4 h5g4 f4g4,1320,75,90,524,advantage fork long middlegame,https://lichess.org/upGYxSZa#29
0gZaN,r2q1rk1/pQ4pp/3pb3/2p1np2/P1P5/2P1P3/4BPPP/R1B2RK1 b - - 0 15,e6c4 e2c4 e5c4 b7d5,1376,229,100,2,crushing middlegame short,https://lichess.org/ZWL0QQO9/black#30
0evI8,5r1k/p2b1Qpp/1p4r1/3pRp2/3P4/5P2/PP4PP/4R1K1 b - - 0 28,f8f7 e5e8 d7e8 e1e8 f7f8 e8f8,685,105,67,47,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/eeLovBaB/black#56
0wNDg,2r2r2/1p3pk1/p3bNpp/3pPp2/5P1Q/2q2R2/P5PP/3R3K b - - 8 27,c3c2 h4h6 g7h6 f3h3 h6g7 h3h7,1635,75,95,2643,attraction hookMate long mate mateIn3 middlegame sacrifice,https://lichess.org/DrLP5PnP/black#54
0yHJO,8/2p3k1/5R1p/3N2p1/7P/4P1B1/5PPK/rr6 w - - 1 46,f6c6 b1h1,770,109,75,48,endgame mate mateIn1 oneMove,https://lichess.org/9MF0sZQI#91
0nMN4,r1b2r1k/ppp3pB/3b2Qp/2n5/8/5N2/PqPB1PPP/1R3RK1 b - - 1 15,b2a2 d2c3 a2f7 g6h6 d6f4 h6h4 f7f6 c3f6,2243,74,95,4961,crushing middlegame pin veryLong,https://lichess.org/mZFY1ON0/black#30
0AYA4,5r2/3R2k1/p4p2/4nP2/2p5/8/qr2QPP1/3R2K1 b - - 1 33,e5d7 d1d7 f8f7 d7f7 g7f7 e2e6 f7g7 e6e7,1547,500,100,0,attraction endgame equality veryLong,https://lichess.org/pPfEv1Sv/black#66
